week,n,ma2,disaster_which
2018-07-29T00:00:00Z,53,57,NO NATURAL DISASTER
2018-08-05T00:00:00Z,48,50.5,NO NATURAL DISASTER
2018-08-12T00:00:00Z,48,48,NO NATURAL DISASTER
2018-08-19T00:00:00Z,61,54.5,NO NATURAL DISASTER
2018-08-26T00:00:00Z,66,63.5,NO NATURAL DISASTER
2018-09-02T00:00:00Z,56,61,NO NATURAL DISASTER
2018-09-09T00:00:00Z,50,53,NO NATURAL DISASTER
2018-09-16T00:00:00Z,54,52,NO NATURAL DISASTER
2018-09-23T00:00:00Z,56,55,NO NATURAL DISASTER
2018-09-30T00:00:00Z,49,52.5,NO NATURAL DISASTER
2018-10-07T00:00:00Z,49,49,NO NATURAL DISASTER
2018-10-14T00:00:00Z,44,46.5,NO NATURAL DISASTER
2018-10-21T00:00:00Z,40,42,NO NATURAL DISASTER
2018-10-28T00:00:00Z,62,51,NO NATURAL DISASTER
2018-11-04T00:00:00Z,46,54,NO NATURAL DISASTER
2018-11-11T00:00:00Z,45,45.5,NO NATURAL DISASTER
2018-11-18T00:00:00Z,59,52,NO NATURAL DISASTER
2018-11-25T00:00:00Z,49,54,NO NATURAL DISASTER
2018-12-02T00:00:00Z,52,50.5,NO NATURAL DISASTER
2018-12-09T00:00:00Z,42,47,NO NATURAL DISASTER
2018-12-16T00:00:00Z,59,50.5,NO NATURAL DISASTER
2018-12-23T00:00:00Z,47,53,NO NATURAL DISASTER
2018-12-30T00:00:00Z,64,55.5,NO NATURAL DISASTER
2019-01-06T00:00:00Z,45,54.5,NO NATURAL DISASTER
2019-01-13T00:00:00Z,61,53,NO NATURAL DISASTER
2019-01-20T00:00:00Z,51,56,NO NATURAL DISASTER
2019-01-27T00:00:00Z,45,48,NO NATURAL DISASTER
2019-02-03T00:00:00Z,43,44,NO NATURAL DISASTER
2019-02-10T00:00:00Z,60,51.5,NO NATURAL DISASTER
2019-02-17T00:00:00Z,56,58,NO NATURAL DISASTER
2019-02-24T00:00:00Z,54,55,NO NATURAL DISASTER
2019-03-03T00:00:00Z,59,56.5,NO NATURAL DISASTER
2019-03-10T00:00:00Z,51,55,NO NATURAL DISASTER
2019-03-17T00:00:00Z,71,61,NO NATURAL DISASTER
2019-03-24T00:00:00Z,47,59,NO NATURAL DISASTER
2019-03-31T00:00:00Z,55,51,NO NATURAL DISASTER
2019-04-07T00:00:00Z,51,53,NO NATURAL DISASTER
2019-04-14T00:00:00Z,73,62,NO NATURAL DISASTER
